price,bathrooms,bedrooms,living_area,clusters,color
2500000,4,5,5371.0,0,Light Pink
1149000,4,3,2423.0,0,Light Pink
2295000,3,4,2070.0,0,Light Pink
1214900,4,6,3492.0,0,Light Pink
3500000,6,4,5300.0,2,Purple
565000,2,2,854.0,0,Light Pink
3599999,6,5,6209.0,2,Purple
3250000,5,5,4835.0,2,Purple
6395000,5,4,6439.0,2,Purple
369000,1,0,338.0,0,Light Pink
1349000,6,6,3902.0,0,Light Pink
1495000,3,2,1450.0,0,Light Pink
5500000,6,5,7160.0,2,Purple
3550000,6,4,5428.0,2,Purple
5750000,6,5,3845.0,2,Purple
4200000,6,5,6100.0,2,Purple
320000,1,0,300.0,0,Light Pink
3890000,5,7,6225.0,2,Purple
1895000,2,2,1114.0,0,Light Pink
3399000,5,4,4894.0,2,Purple
6500000,5,4,3800.0,2,Purple
2325000,4,4,1777.0,0,Light Pink
1150000,2,2,1108.0,0,Light Pink
4500000,6,6,7030.0,2,Purple
1300000,3,3,1825.0,0,Light Pink
367000,1,0,338.0,0,Light Pink
2875000,3,3,2208.0,0,Light Pink
707500,2,3,1326.0,0,Light Pink
799000,2,1,632.0,0,Light Pink
1500000,4,4,1775.0,0,Light Pink
4600000,5,5,3687.0,2,Purple
789000,2,3,1455.0,0,Light Pink
1240000,4,4,2392.0,0,Light Pink
1200000,3,3,2494.0,0,Light Pink
420000,1,1,802.0,0,Light Pink
980000,4,4,2489.0,0,Light Pink
625000,2,2,979.0,0,Light Pink
810000,3,3,1571.0,0,Light Pink
1700000,1,0,911.0,0,Light Pink
8825000,10,7,8959.0,2,Purple
1295000,4,4,2718.0,0,Light Pink
309000,1,0,280.0,0,Light Pink
3495000,5,4,5113.0,2,Purple
5799000,5,4,3125.0,2,Purple
345000,1,0,354.0,0,Light Pink
5675000,6,5,7174.0,2,Purple
1225000,3,4,3275.0,0,Light Pink
1050000,3,2,1483.0,0,Light Pink
2650000,3,3,1992.0,0,Light Pink
8900000,7,6,9555.0,2,Purple
8900000,5,4,3661.0,2,Purple
10500000,10,8,7420.0,2,Purple
14400000,8,6,6680.0,2,Purple
3475000,5,6,5424.0,2,Purple
347000,1,0,358.0,0,Light Pink
5500000,6,5,3926.0,2,Purple
2990000,4,3,2505.0,0,Light Pink
993000,3,3,2035.0,0,Light Pink
1899000,3,2,2196.0,0,Light Pink
2990000,4,3,2505.0,0,Light Pink
6795000,6,5,6760.0,2,Purple
6299000,7,5,7019.0,2,Purple
2599000,4,3,4040.0,0,Light Pink
4400000,7,5,8868.0,2,Purple
3400000,3,5,1894.0,2,Purple
1199900,4,5,3125.0,0,Light Pink
1100000,3,2,1260.0,0,Light Pink
789800,3,3,1421.0,0,Light Pink
3590000,4,4,2146.0,2,Purple
6650000,5,4,2789.0,2,Purple
7850000,5,4,4685.0,2,Purple
650000,2,2,982.0,0,Light Pink
3830000,5,6,3117.0,2,Purple
1235900,4,4,2943.0,0,Light Pink
3195000,4,4,3509.0,2,Purple
4299000,4,3,2114.0,2,Purple
1200000,2,3,1055.0,0,Light Pink
1500000,4,4,2946.0,0,Light Pink
1100000,4,3,2635.0,0,Light Pink
950000,3,2,1453.0,0,Light Pink
527000,2,2,854.0,0,Light Pink
4575000,6,5,4541.0,2,Purple
12000000,6,5,6116.0,2,Purple
1345000,4,4,2491.0,0,Light Pink
1999900,3,3,1500.0,0,Light Pink
5995000,8,6,9172.0,2,Purple
3850000,7,4,6280.0,2,Purple
2550000,3,3,1870.0,0,Light Pink
789800,3,3,1421.0,0,Light Pink
10950000,8,5,7629.0,2,Purple
3100000,4,4,3720.0,0,Light Pink
1100000,4,3,2251.0,0,Light Pink
10995000,7,6,10408.0,2,Purple
1590000,4,3,3550.0,0,Light Pink
5995000,5,4,3666.0,2,Purple
1399995,2,3,1928.0,0,Light Pink
939900,4,3,2254.0,0,Light Pink
1375000,2,2,1135.0,0,Light Pink
600000,2,1,675.0,0,Light Pink
1100000,3,3,2127.0,0,Light Pink
18250000,8,6,10254.0,1,Pink
799000,1,1,720.0,0,Light Pink
4000000,4,3,1749.0,2,Purple
980000,4,4,2489.0,0,Light Pink
14995000,8,6,7462.0,2,Purple
2125000,3,4,2059.0,0,Light Pink
5500000,7,6,5542.0,2,Purple
1050000,3,3,1997.0,0,Light Pink
775000,1,1,775.0,0,Light Pink
1775000,3,2,1407.0,0,Light Pink
445000,1,1,802.0,0,Light Pink
1590000,4,3,3550.0,0,Light Pink
1249900,3,3,1579.0,0,Light Pink
4488800,3,3,2024.0,2,Purple
575000,2,1,600.0,0,Light Pink
734000,2,2,1100.0,0,Light Pink
2995000,4,3,2834.0,0,Light Pink
1030000,4,3,2254.0,0,Light Pink
450000,1,0,335.0,0,Light Pink
1249990,4,5,3341.0,0,Light Pink
7250000,5,4,5750.0,2,Purple
839999,1,1,720.0,0,Light Pink
575000,2,1,600.0,0,Light Pink
4799000,7,5,6276.0,2,Purple
10970000,6,5,4195.0,2,Purple
2287872,6,7,5342.0,0,Light Pink
3095000,4,5,2758.0,0,Light Pink
1690000,4,4,2433.0,0,Light Pink
1775000,3,2,1407.0,0,Light Pink
1690000,4,4,2433.0,0,Light Pink
5500000,4,3,1964.0,2,Purple
4150000,5,5,4529.0,2,Purple
4999999,7,5,5320.0,2,Purple
789000,1,1,807.0,0,Light Pink
3775000,4,3,2251.0,2,Purple
5900000,7,6,3906.0,2,Purple
1249990,4,5,3341.0,0,Light Pink
9300000,5,4,3200.0,2,Purple
1375000,4,4,2718.0,0,Light Pink
12750000,6,5,5548.0,2,Purple
1149990,3,4,2718.0,0,Light Pink
3950000,6,7,6706.0,2,Purple
1200000,2,3,1055.0,0,Light Pink
730000,1,1,775.0,0,Light Pink
890000,2,1,741.0,0,Light Pink
8100000,6,4,4021.0,2,Purple
3790000,4,4,2146.0,2,Purple
10950000,8,5,7629.0,2,Purple
939900,4,3,2254.0,0,Light Pink
1175000,3,3,1467.0,0,Light Pink
1240000,4,4,2392.0,0,Light Pink
775000,1,1,720.0,0,Light Pink
3795000,6,5,3528.0,2,Purple
4600000,5,4,3400.0,2,Purple
8875000,8,7,7712.0,2,Purple
7250000,5,4,5750.0,2,Purple
3850000,7,4,6280.0,2,Purple
8948000,7,5,4651.0,2,Purple
2799000,3,3,2780.0,0,Light Pink
2695000,5,5,5573.0,0,Light Pink
6950000,7,5,7021.0,2,Purple
5995000,4,3,2410.0,2,Purple
8100000,6,4,4021.0,2,Purple
7400000,6,4,6050.0,2,Purple
1040000,3,2,1248.0,0,Light Pink
2050000,3,5,2553.0,0,Light Pink
1250000,3,2,1750.0,0,Light Pink
3296288,4,3,2645.0,2,Purple
8875000,8,7,7712.0,2,Purple
2300000,3,2,1880.0,0,Light Pink
2250000,2,1,1175.0,0,Light Pink
450000,1,0,338.0,0,Light Pink
1295000,3,3,1397.0,0,Light Pink
2825000,3,4,2065.0,0,Light Pink
449000,1,0,402.0,0,Light Pink
18250000,8,6,10254.0,1,Pink
3995000,5,3,3400.0,2,Purple
3600000,3,3,2050.0,2,Purple
519000,1,0,568.0,0,Light Pink
1175000,3,3,1467.0,0,Light Pink
395000,1,0,338.0,0,Light Pink
895000,3,2,1286.0,0,Light Pink
1158888,3,4,2735.0,0,Light Pink
3350000,4,3,1964.0,2,Purple
3995000,5,3,3400.0,2,Purple
2899000,4,3,1961.0,0,Light Pink
3633123,4,3,2791.0,2,Purple
10250000,8,5,8534.0,2,Purple
3250000,4,4,2623.0,2,Purple
800000,1,1,775.0,0,Light Pink
620000,1,0,512.0,0,Light Pink
10250000,8,5,8534.0,2,Purple
600000,1,0,608.0,0,Light Pink
6700000,7,6,7812.0,2,Purple
2425000,5,4,4439.0,0,Light Pink
699900,1,0,516.0,0,Light Pink
5150000,6,5,4792.0,2,Purple
4659000,6,5,4550.0,2,Purple
4875000,7,5,5098.0,2,Purple
5300000,5,5,5156.0,2,Purple
3456000,4,4,2816.0,2,Purple
9495000,6,5,5425.0,2,Purple
395000,1,0,338.0,0,Light Pink
1395000,3,3,2118.0,0,Light Pink
1235900,3,4,2943.0,0,Light Pink
4499000,5,4,2554.0,2,Purple
3250000,4,4,2623.0,2,Purple
810000,1,0,530.0,0,Light Pink
399000,1,0,338.0,0,Light Pink
1250000,3,2,1750.0,0,Light Pink
1200000,3,3,2494.0,0,Light Pink
1790000,3,1,2985.0,0,Light Pink
774900,1,0,437.0,0,Light Pink
459000,1,0,402.0,0,Light Pink
2250000,2,1,1175.0,0,Light Pink
1599000,3,0,3380.0,0,Light Pink
8250000,7,5,7500.0,2,Purple
6300000,6,5,3553.0,2,Purple
3500000,5,5,2774.0,2,Purple
679000,1,1,585.0,0,Light Pink
660000,1,1,517.0,0,Light Pink
2170000,4,4,3617.0,0,Light Pink
2170000,5,4,3617.0,0,Light Pink
4659000,6,5,4549.0,2,Purple
3623000,4,4,2756.0,2,Purple
625000,1,0,614.0,0,Light Pink
1035000,3,2,1213.0,0,Light Pink
3200000,3,2,1471.0,2,Purple
1395000,7,6,3963.0,0,Light Pink
4989100,5,5,5500.0,2,Purple
3974000,5,5,3978.0,2,Purple
3974000,5,4,3974.0,2,Purple
949000,1,1,658.0,0,Light Pink
1100000,2,2,1228.0,0,Light Pink
4900000,6,5,5328.0,2,Purple
890000,1,1,720.0,0,Light Pink
3250000,3,2,1404.0,2,Purple
4900000,6,5,5328.0,2,Purple
1001250,2,4,2028.0,0,Light Pink
5500000,7,5,6228.0,2,Purple
1400000,3,2,1447.0,0,Light Pink
2350000,5,4,3936.0,0,Light Pink
999999,1,1,658.0,0,Light Pink
8500000,8,6,8114.0,2,Purple
1375000,7,6,3963.0,0,Light Pink
999000,3,2,1447.0,0,Light Pink
620000,1,0,512.0,0,Light Pink
1035000,4,4,2591.0,0,Light Pink
1385000,0,0,4600.0,0,Light Pink
800000,1,1,895.0,0,Light Pink
1250000,0,0,3600.0,0,Light Pink
650000,1,0,635.0,0,Light Pink
299900,2,4,1612.0,0,Light Pink
399999,2,4,1756.0,0,Light Pink
580000,2,4,2027.0,0,Light Pink
1150000,4,5,5156.0,0,Light Pink
520000,2,5,2006.0,0,Light Pink
639900,2,4,2424.0,0,Light Pink
685000,3,6,3348.0,0,Light Pink
449000,1,3,1314.0,0,Light Pink
749900,3,5,3542.0,0,Light Pink
824900,4,4,4113.0,0,Light Pink
569000,3,3,1956.0,0,Light Pink
2475000,6,7,9415.0,0,Light Pink
360000,1,4,2068.0,0,Light Pink
365000,2,4,1684.0,0,Light Pink
815000,4,5,3580.0,0,Light Pink
430000,3,5,2532.0,0,Light Pink
355000,1,3,1038.0,0,Light Pink
499900,3,5,2800.0,0,Light Pink
545000,2,3,1809.0,0,Light Pink
560000,4,4,2355.0,0,Light Pink
2999900,7,9,8507.0,0,Light Pink
829000,4,5,3414.0,0,Light Pink
378000,2,2,1092.0,0,Light Pink
387500,1,2,1886.0,0,Light Pink
299900,1,2,880.0,0,Light Pink
459000,2,5,2592.0,0,Light Pink
325000,2,3,2550.0,0,Light Pink
319900,2,4,1976.0,0,Light Pink
749000,3,5,3068.0,0,Light Pink
360000,2,2,1134.0,0,Light Pink
395000,2,2,1171.0,0,Light Pink
320000,2,5,2240.0,0,Light Pink
349900,1,3,1872.0,0,Light Pink
610000,4,3,2394.0,0,Light Pink
850000,4,5,3688.0,0,Light Pink
369700,2,3,1750.0,0,Light Pink
669000,4,5,3596.0,0,Light Pink
315000,1,4,1722.0,0,Light Pink
799980,4,7,3628.0,0,Light Pink
350000,2,3,1272.0,0,Light Pink
235000,1,1,775.0,0,Light Pink
439900,3,3,2741.0,0,Light Pink
575000,2,3,1836.0,0,Light Pink
329999,2,3,1604.0,0,Light Pink
449000,2,4,1440.0,0,Light Pink
795000,4,7,5064.0,0,Light Pink
3200000,7,8,8740.0,2,Purple
367000,2,2,1320.0,0,Light Pink
400000,2,5,2000.0,0,Light Pink
259900,1,2,1440.0,0,Light Pink
465000,3,3,2242.0,0,Light Pink
355900,1,3,1528.0,0,Light Pink
320000,1,3,1392.0,0,Light Pink
500000,2,4,2176.0,0,Light Pink
347900,2,3,1265.0,0,Light Pink
575000,2,3,1576.0,0,Light Pink
615000,4,5,3180.0,0,Light Pink
450000,2,2,1800.0,0,Light Pink
345000,2,3,1265.0,0,Light Pink
299900,2,3,1256.0,0,Light Pink
769900,3,6,2980.0,0,Light Pink
385000,3,3,1294.0,0,Light Pink
290000,1,2,780.0,0,Light Pink
700000,3,5,3381.0,0,Light Pink
384900,2,4,1850.0,0,Light Pink
635000,4,5,3156.0,0,Light Pink
1175000,3,4,5063.0,0,Light Pink
450000,3,3,1826.0,0,Light Pink
380000,2,4,1612.0,0,Light Pink
579000,2,3,1711.0,0,Light Pink
239900,1,2,890.0,0,Light Pink
479900,4,5,2549.0,0,Light Pink
410000,2,4,1458.0,0,Light Pink
362500,3,3,1326.0,0,Light Pink
275000,1,3,1127.0,0,Light Pink
724900,3,4,3628.0,0,Light Pink
439000,2,3,2306.0,0,Light Pink
669000,3,4,3962.0,0,Light Pink
1325000,5,5,4838.0,0,Light Pink
1349000,5,6,4662.0,0,Light Pink
839000,4,7,4370.0,0,Light Pink
625000,2,3,1884.0,0,Light Pink
825000,4,6,4702.0,0,Light Pink
930000,3,6,3584.0,0,Light Pink
429990,3,3,1398.0,0,Light Pink
1200000,3,6,5708.0,0,Light Pink
850000,4,6,4009.0,0,Light Pink
594900,3,3,2300.0,0,Light Pink
600000,4,4,2536.0,0,Light Pink
360000,3,2,1251.0,0,Light Pink
449900,2,3,2940.0,0,Light Pink
665000,3,4,2184.0,0,Light Pink
325000,3,3,1440.0,0,Light Pink
415000,2,4,2040.0,0,Light Pink
700000,4,3,4234.0,0,Light Pink
390000,2,3,1355.0,0,Light Pink
824900,3,3,4331.0,0,Light Pink
485000,3,3,2078.0,0,Light Pink
1500000,4,4,6918.0,0,Light Pink
769000,5,6,4457.0,0,Light Pink
325000,2,2,1450.0,0,Light Pink
1050000,4,6,4885.0,0,Light Pink
899900,3,5,3972.0,0,Light Pink
500000,3,3,2580.0,0,Light Pink
1270000,5,5,4748.0,0,Light Pink
565000,3,4,1597.0,0,Light Pink
214900,1,1,637.0,0,Light Pink
575000,4,5,3211.0,0,Light Pink
289000,1,3,1000.0,0,Light Pink
630000,3,4,3144.0,0,Light Pink
875000,4,6,3730.0,0,Light Pink
845000,3,3,4830.0,0,Light Pink
420000,2,3,2240.0,0,Light Pink
1095000,5,7,4358.0,0,Light Pink
897000,4,5,4360.0,0,Light Pink
1247000,5,4,4703.0,0,Light Pink
654900,3,3,3090.0,0,Light Pink
265000,1,1,652.0,0,Light Pink
775000,4,5,3524.0,0,Light Pink
1099000,5,5,4540.0,0,Light Pink
464900,3,4,1936.0,0,Light Pink
1100000,4,5,4928.0,0,Light Pink
559900,3,3,2645.0,0,Light Pink
324897,2,2,1280.0,0,Light Pink
279900,1,2,890.0,0,Light Pink
265000,2,2,1139.0,0,Light Pink
574900,3,5,3031.0,0,Light Pink
1050000,4,4,3436.0,0,Light Pink
215000,1,1,590.0,0,Light Pink
525000,3,4,2020.0,0,Light Pink
324900,2,2,1532.0,0,Light Pink
375000,2,4,1524.0,0,Light Pink
349900,1,3,1560.0,0,Light Pink
294999,1,2,625.0,0,Light Pink
569900,3,3,2850.0,0,Light Pink
579990,3,4,2561.0,0,Light Pink
468500,3,3,2242.0,0,Light Pink
460000,3,4,2296.0,0,Light Pink
524990,3,3,2254.0,0,Light Pink
650000,3,5,2912.0,0,Light Pink
294900,1,2,860.0,0,Light Pink
930000,6,9,6733.0,0,Light Pink
659000,4,7,3794.0,0,Light Pink
1649000,7,7,6000.0,0,Light Pink
655000,3,4,2554.0,0,Light Pink
299000,1,2,1075.0,0,Light Pink
449900,4,3,2217.0,0,Light Pink
550000,2,3,1261.0,0,Light Pink
1899999,6,7,7996.0,0,Light Pink
559900,3,6,3228.0,0,Light Pink
464900,3,4,2400.0,0,Light Pink
949000,4,7,5502.0,0,Light Pink
499900,4,4,2330.0,0,Light Pink
509900,2,4,2408.0,0,Light Pink
569900,3,3,1604.0,0,Light Pink
625000,3,2,2377.0,0,Light Pink
285000,1,2,937.0,0,Light Pink
3500000,6,5,6416.0,2,Purple
285000,1,2,874.0,0,Light Pink
718828,3,5,4068.0,0,Light Pink
359000,1,3,1380.0,0,Light Pink
489999,4,4,2279.0,0,Light Pink
840000,3,5,3726.0,0,Light Pink
449000,3,4,2370.0,0,Light Pink
1050000,5,5,4538.0,0,Light Pink
375000,1,3,1382.0,0,Light Pink
724900,4,5,3462.0,0,Light Pink
525000,3,3,1652.0,0,Light Pink
281000,2,2,1088.0,0,Light Pink
824900,3,4,4469.0,0,Light Pink
1214900,3,4,4272.0,0,Light Pink
579900,3,3,3150.0,0,Light Pink
899900,4,5,4048.0,0,Light Pink
719900,3,4,3932.0,0,Light Pink
314900,1,3,1073.0,0,Light Pink
468500,3,2,2250.0,0,Light Pink
399000,2,5,2256.0,0,Light Pink
890000,5,7,4520.0,0,Light Pink
559990,3,3,2282.0,0,Light Pink
389500,2,3,2168.0,0,Light Pink
459999,2,4,2166.0,0,Light Pink
378000,2,3,1272.0,0,Light Pink
1350000,2,3,5746.0,0,Light Pink
650000,6,7,2316.0,0,Light Pink
849000,4,5,3535.0,0,Light Pink
549900,3,3,2612.0,0,Light Pink
291500,1,2,866.0,0,Light Pink
385000,2,2,1083.0,0,Light Pink
450000,2,5,2340.0,0,Light Pink
410000,2,4,1806.0,0,Light Pink
459990,3,3,1547.0,0,Light Pink
475000,4,3,2361.0,0,Light Pink
1500000,6,5,4850.0,0,Light Pink
320000,2,3,1492.0,0,Light Pink
269000,1,2,816.0,0,Light Pink
1450000,4,6,4861.0,0,Light Pink
610000,2,5,1824.0,0,Light Pink
319000,1,3,975.0,0,Light Pink
509000,3,5,2858.0,0,Light Pink
365000,2,2,1320.0,0,Light Pink
1150000,3,5,4145.0,0,Light Pink
524500,3,3,1874.0,0,Light Pink
475000,2,4,2128.0,0,Light Pink
519900,4,2,1828.0,0,Light Pink
295000,1,2,890.0,0,Light Pink
1699000,4,4,3504.0,0,Light Pink
629000,2,3,1900.0,0,Light Pink
584000,4,5,2992.0,0,Light Pink
549900,2,4,2616.0,0,Light Pink
739000,3,5,3883.0,0,Light Pink
655000,4,6,3088.0,0,Light Pink
239900,1,2,832.0,0,Light Pink
1135000,4,5,5857.0,0,Light Pink
450000,3,3,1500.0,0,Light Pink
299700,1,2,851.0,0,Light Pink
419900,2,4,1712.0,0,Light Pink
599000,3,4,1935.0,0,Light Pink
559990,3,4,2254.0,0,Light Pink
365000,2,2,1068.0,0,Light Pink
829900,3,4,3619.0,0,Light Pink
349900,2,3,1050.0,0,Light Pink
989000,4,7,5655.0,0,Light Pink
589900,3,4,2976.0,0,Light Pink
699000,3,3,4080.0,0,Light Pink
428000,3,3,1600.0,0,Light Pink
649900,4,5,3056.0,0,Light Pink
899990,3,2,4602.0,0,Light Pink
429500,2,4,1644.0,0,Light Pink
623455,2,3,3756.0,0,Light Pink
454800,3,4,2086.0,0,Light Pink
659000,3,5,3618.0,0,Light Pink
589000,3,4,1660.0,0,Light Pink
1350000,4,3,3439.0,0,Light Pink
526990,3,4,2254.0,0,Light Pink
895000,5,7,4512.0,0,Light Pink
600000,2,5,2833.0,0,Light Pink
714900,3,5,3248.0,0,Light Pink
399900,3,3,1518.0,0,Light Pink
784000,3,5,3836.0,0,Light Pink
451377,3,4,2052.0,0,Light Pink
699000,3,3,3156.0,0,Light Pink
550000,4,3,1873.0,0,Light Pink
659900,3,6,3015.0,0,Light Pink
649990,2,3,3752.0,0,Light Pink
506990,3,4,1949.0,0,Light Pink
559000,2,3,1785.0,0,Light Pink
1239900,4,5,4388.0,0,Light Pink
709900,4,4,3347.0,0,Light Pink
440000,3,3,1760.0,0,Light Pink
1395000,6,6,6771.0,0,Light Pink
325000,1,3,944.0,0,Light Pink
2500000,7,7,9388.0,0,Light Pink
649900,3,3,3364.0,0,Light Pink
692035,3,3,2582.0,0,Light Pink
340000,1,3,1075.0,0,Light Pink
335000,1,3,1459.0,0,Light Pink
1255000,4,6,4224.0,0,Light Pink
694000,4,4,3436.0,0,Light Pink
315000,1,2,936.0,0,Light Pink
520000,3,5,2730.0,0,Light Pink
514900,3,3,2396.0,0,Light Pink
599900,3,3,1840.0,0,Light Pink
320000,1,2,1368.0,0,Light Pink
1975000,5,7,6255.0,0,Light Pink
425000,2,3,1466.0,0,Light Pink
425000,1,3,1312.0,0,Light Pink
1199995,5,6,4319.0,0,Light Pink
739900,3,5,3437.0,0,Light Pink
439999,1,3,1320.0,0,Light Pink
288000,1,3,1174.0,0,Light Pink
450000,2,4,1482.0,0,Light Pink
320000,2,2,1317.0,0,Light Pink
699900,2,4,1900.0,0,Light Pink
530000,2,2,1404.0,0,Light Pink
649000,2,3,1756.0,0,Light Pink
720499,3,3,2598.0,0,Light Pink
715000,3,3,3156.0,0,Light Pink
354000,1,4,1662.0,0,Light Pink
439900,4,3,2075.0,0,Light Pink
714900,3,4,3456.0,0,Light Pink
1279900,5,5,4301.0,0,Light Pink
639000,3,4,2774.0,0,Light Pink
528199,3,2,1739.0,0,Light Pink
750000,3,4,3750.0,0,Light Pink
858900,3,4,3867.0,0,Light Pink
643116,2,2,3364.0,0,Light Pink
508000,2,4,1944.0,0,Light Pink
699000,2,4,2200.0,0,Light Pink
497900,3,3,2370.0,0,Light Pink
